gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,consolidator,0.942463,1,0.614121,Получает от 3 клиентов: 110 000 ₸; исходящих контрагентов: 1.
100000000018102100,unknown,0.000000,1,0.122499,Глубина 4; вход 7 000 ₸; дальнейшие переводы за границей наблюдения.
100000000031787100,transit,0.777778,2,0.579800,Выход/вход: 1.00; 44% объёма совместимо с лагом 1–2 дня.
100000000041368100,terminal,0.541611,3,0.510767,Вход: 160 000 ₸ от 1 клиентов; наблюдаемых исходящих: 0; глубина 1.
100000000076451100,peripheral,0.062808,4,0.766263,Входящих связей: 3; исходящих: 4; выраженных признаков иных ролей нет.
100000000089154100,distributor,0.980597,1,0.745099,Отправляет 15 клиентам: 425 500 ₸; переводов: 21.
100000000190228100,peripheral,0.144684,5,0.616555,Входящих связей: 1; исходящих: 1; выраженных признаков иных ролей нет.
100000000201868100,transit,1.000000,6,0.410027,Выход/вход: 1.00; 100% объёма совместимо с лагом 1–2 дня.
100000000254336100,peripheral,0.190444,1,0.676234,Входящих связей: 2; исходящих: 1; выраженных признаков иных ролей нет.
100000000267734100,peripheral,0.042844,2,0.677882,Входящих связей: 2; исходящих: 7; выраженных признаков иных ролей нет.
100000000274067100,peripheral,0.013459,2,0.747151,Входящих связей: 2; исходящих: 3; выраженных признаков иных ролей нет.
100000000287768100,terminal,0.375393,1,0.233827,Вход: 35 168 ₸ от 1 клиентов; наблюдаемых исходящих: 0; глубина 3.
100000000288317100,peripheral,0.092194,1,0.628488,Входящих связей: 2; исходящих: 3; выраженных признаков иных ролей нет.
100000000291906100,transit,0.517710,7,0.735801,Выход/вход: 1.17; 2% объёма совместимо с лагом 1–2 дня.
100000000291908100,peripheral,0.159264,7,0.685173,Входящих связей: 1; исходящих: 1; выраженных признаков иных ролей нет.
100000000297649100,peripheral,0.304172,8,0.523329,Входящих связей: 1; исходящих: 1; выраженных признаков иных ролей нет.
100000000299820100,unknown,0.000000,9,0.135218,Глубина 4; вход 10 000 ₸; дальнейшие переводы за границей наблюдения.
100000000307908100,terminal,0.181023,10,0.111350,Вход: 5 000 ₸ от 1 клиентов; наблюдаемых исходящих: 0; глубина 2.
100000000331309100,coordinator,0.962315,11,0.981090,Связь с 4 seed; 14 сообществ у соседей; посредничество 0.0046.
100000000332284100,consolidator,0.988672,11,0.856752,Получает от 10 клиентов: 107 426 ₸; исходящих контрагентов: 3.
100000000343175100,coordinator,0.955361,12,0.973733,Связь с 4 seed; 11 сообществ у соседей; посредничество 0.0011.
100000000369781100,unknown,0.000000,11,0.246781,Глубина 4; вход 5 000 ₸; дальнейшие переводы за границей наблюдения.
100000000375150100,unknown,0.000000,13,0.389435,Глубина 4; вход 300 000 ₸; дальнейшие переводы за границей наблюдения.
100000000404740100,unknown,0.000000,14,0.202658,Глубина 4; вход 25 000 ₸; дальнейшие переводы за границей наблюдения.
100000000408846100,terminal,0.390758,15,0.243327,Вход: 40 500 ₸ от 1 клиентов; наблюдаемых исходящих: 0; глубина 3.
