cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
1,278,1,31237334.24,100000000437046100;100000005910114100;100000002957787100;100000006866783100;100000008477350100,"Назначение группы по наблюдаемым переводам не установлено. Связей между разными участниками 399; узлов сбора 0, распределения 0. Отношение суммы min(вход, выход) подходящих участников к внутреннему обороту 3.1% не достигает порога 25%; имеющихся признаков недостаточно. Через границу группы: вход 5 220 762,55 KZT, выход 7 053 720,34 KZT; внутренний оборот 31 237 334,24 KZT. Группа выделена по связям, а не по общему владельцу; гипотеза не устанавливает виновность. Видны только переводы внутри банка за июль от 5 000 KZT; внешние потоки и остатки неизвестны. У 1 исходных клиентов (seed) входящие потоки неполны; полный баланс группы неизвестен. На границе четвёртого колена 63 участников; отсутствие выхода не доказывает удержание средств. Сходство месячных сумм не доказывает передачу тех же денег; одна последовательность переводов может учитываться у нескольких участников. Сумма min(вход, выход) не является объёмом уникальных средств."
2,106,4,16242879.02,100000004015047100;100000005782781100;100000005514161100;100000001616816100;100000006788200100,"Назначение группы по наблюдаемым переводам не установлено. Связей между разными участниками 125; узлов сбора 0, распределения 0. Отношение суммы min(вход, выход) подходящих участников к внутреннему обороту 2.4% не достигает порога 25%; имеющихся признаков недостаточно. Через границу группы: вход 1 923 621,80 KZT, выход 1 071 317,40 KZT; внутренний оборот 16 242 879,02 KZT. Группа выделена по связям, а не по общему владельцу; гипотеза не устанавливает виновность. Видны только переводы внутри банка за июль от 5 000 KZT; внешние потоки и остатки неизвестны. У 4 исходных клиентов (seed) входящие потоки неполны; полный баланс группы неизвестен. На границе четвёртого колена 2 участников; отсутствие выхода не доказывает удержание средств. Сходство месячных сумм не доказывает передачу тех же денег; одна последовательность переводов может учитываться у нескольких участников. Сумма min(вход, выход) не является объёмом уникальных средств."
3,138,3,18838290.00,100000003684369100;100000008165763100;100000008304139100;100000005612411100;100000004077081100,"Возможное распределение средств внутри группы. Распределение: клиент 100000003684369100, внутренних отправителей 10, получателей 48; выход 6 967 214,00 KZT (37.0% внутреннего оборота). Правило выполняют участников: 1. Через границу группы: вход 3 679 645,74 KZT, выход 5 075 907,00 KZT; внутренний оборот 18 838 290,00 KZT. Группа выделена по связям, а не по общему владельцу; гипотеза не устанавливает виновность. Видны только переводы внутри банка за июль от 5 000 KZT; внешние потоки и остатки неизвестны. У 3 исходных клиентов (seed) входящие потоки неполны; полный баланс группы неизвестен. На границе четвёртого колена 6 участников; отсутствие выхода не доказывает удержание средств. Сходство месячных сумм не доказывает передачу тех же денег; одна последовательность переводов может учитываться у нескольких участников. Сумма min(вход, выход) не является объёмом уникальных средств."
4,41,1,4209955.28,100000004156082100;100000008625905100;100000005339662100;100000003159641100;100000004820260100,"Возможное распределение средств внутри группы. Распределение: клиент 100000004156082100, внутренних отправителей 1, получателей 21; выход 2 142 256,00 KZT (50.9% внутреннего оборота). Правило выполняют участников: 1. Через границу группы: вход 330 329,00 KZT, выход 269 260,00 KZT; внутренний оборот 4 209 955,28 KZT. Группа выделена по связям, а не по общему владельцу; гипотеза не устанавливает виновность. Видны только переводы внутри банка за июль от 5 000 KZT; внешние потоки и остатки неизвестны. У 1 исходных клиентов (seed) входящие потоки неполны; полный баланс группы неизвестен. На границе четвёртого колена 3 участников; отсутствие выхода не доказывает удержание средств. Сходство месячных сумм не доказывает передачу тех же денег; одна последовательность переводов может учитываться у нескольких участников. Сумма min(вход, выход) не является объёмом уникальных средств."
5,104,1,21747439.59,100000008710791100;100000008547948100;100000008489922100;100000008752616100;100000008746449100,"Назначение группы по наблюдаемым переводам не установлено. Связей между разными участниками 130; узлов сбора 0, распределения 0. Отношение суммы min(вход, выход) подходящих участников к внутреннему обороту 0.8% не достигает порога 25%; имеющихся признаков недостаточно. Через границу группы: вход 2 338 701,00 KZT, выход 3 624 566,00 KZT; внутренний оборот 21 747 439,59 KZT. Группа выделена по связям, а не по общему владельцу; гипотеза не устанавливает виновность. Видны только переводы внутри банка за июль от 5 000 KZT; внешние потоки и остатки неизвестны. У 1 исходных клиентов (seed) входящие потоки неполны; полный баланс группы неизвестен. На границе четвёртого колена 36 участников; отсутствие выхода не доказывает удержание средств. Сходство месячных сумм не доказывает передачу тех же денег; одна последовательность переводов может учитываться у нескольких участников. Сумма min(вход, выход) не является объёмом уникальных средств."
6,4,0,460000.00,100000006069103100;100000000201868100;100000003192220100;100000006787636100,"Возможное распределение средств внутри группы. Распределение: клиент 100000006069103100, внутренних отправителей 1, получателей 3; выход 270 000,00 KZT (58.7% внутреннего оборота). Правило выполняют участников: 1. Сопоставимые внутренние вход и выход у 1 участников; сумма min(вход, выход) 190 000,00 KZT; отношение этой суммы к внутреннему обороту 41.3%. Ключевой промежуточный клиент 100000000201868100. Через границу группы: вход 38 818,00 KZT, выход 0,00 KZT; внутренний оборот 460 000,00 KZT. Группа выделена по связям, а не по общему владельцу; гипотеза не устанавливает виновность. Видны только переводы внутри банка за июль от 5 000 KZT; внешние потоки и остатки неизвестны. Сходство месячных сумм не доказывает передачу тех же денег; одна последовательность переводов может учитываться у нескольких участников. Сумма min(вход, выход) не является объёмом уникальных средств."
7,5,0,1189154.00,100000000291906100;100000004670388100;100000000291908100;100000004722630100;100000004691350100,"Возможное промежуточное прохождение средств внутри группы. Сопоставимые внутренние вход и выход у 1 участников; сумма min(вход, выход) 380 000,00 KZT; отношение этой суммы к внутреннему обороту 32.0%. Ключевой промежуточный клиент 100000000291906100. Через границу группы: вход 8 000,00 KZT, выход 0,00 KZT; внутренний оборот 1 189 154,00 KZT. Группа выделена по связям, а не по общему владельцу; гипотеза не устанавливает виновность. Видны только переводы внутри банка за июль от 5 000 KZT; внешние потоки и остатки неизвестны. На границе четвёртого колена 2 участников; отсутствие выхода не доказывает удержание средств. Сходство месячных сумм не доказывает передачу тех же денег; одна последовательность переводов может учитываться у нескольких участников. Сумма min(вход, выход) не является объёмом уникальных средств."
8,53,1,2993313.00,100000001899164100;100000003265158100;100000004420041100;100000002193259100;100000007242833100,"Возможное распределение средств внутри группы. Распределение: клиент 100000008680731100, внутренних отправителей 0, получателей 23; выход 1 359 583,00 KZT (45.4% внутреннего оборота). Правило выполняют участников: 1. Через границу группы: вход 275 843,40 KZT, выход 138 771,00 KZT; внутренний оборот 2 993 313,00 KZT. Группа выделена по связям, а не по общему владельцу; гипотеза не устанавливает виновность. Видны только переводы внутри банка за июль от 5 000 KZT; внешние потоки и остатки неизвестны. У 1 исходных клиентов (seed) входящие потоки неполны; полный баланс группы неизвестен. На границе четвёртого колена 8 участников; отсутствие выхода не доказывает удержание средств. Сходство месячных сумм не доказывает передачу тех же денег; одна последовательность переводов может учитываться у нескольких участников. Сумма min(вход, выход) не является объёмом уникальных средств."
9,133,0,17433528.00,100000008603629100;100000007908818100;100000001857829100;100000000413678100;100000002723538100,"Назначение группы по наблюдаемым переводам не установлено. Связей между разными участниками 141; узлов сбора 0, распределения 0. Отношение суммы min(вход, выход) подходящих участников к внутреннему обороту 4.8% не достигает порога 25%; имеющихся признаков недостаточно. Через границу группы: вход 3 431 231,00 KZT, выход 3 876 130,00 KZT; внутренний оборот 17 433 528,00 KZT. Группа выделена по связям, а не по общему владельцу; гипотеза не устанавливает виновность. Видны только переводы внутри банка за июль от 5 000 KZT; внешние потоки и остатки неизвестны. На границе четвёртого колена 49 участников; отсутствие выхода не доказывает удержание средств. Сходство месячных сумм не доказывает передачу тех же денег; одна последовательность переводов может учитываться у нескольких участников. Сумма min(вход, выход) не является объёмом уникальных средств."
10,6,1,1615030.00,100000008193577100;100000008736940100;100000008659445100;100000005456919100;100000008751429100,"Возможное распределение средств внутри группы. Распределение: клиент 100000008193577100, внутренних отправителей 2, получателей 5; выход 480 180,00 KZT (29.7% внутреннего оборота). Правило выполняют участников: 1. Через границу группы: вход 0,00 KZT, выход 0,00 KZT; внутренний оборот 1 615 030,00 KZT. Группа выделена по связям, а не по общему владельцу; гипотеза не устанавливает виновность. Видны только переводы внутри банка за июль от 5 000 KZT; внешние потоки и остатки неизвестны. У 1 исходных клиентов (seed) входящие потоки неполны; полный баланс группы неизвестен."
